PROPERTY TYPE,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
Single Family Residential,Miami,FL,33196,419900,4.0,2.0,1791.0,6000.0,2005.0,3,234.0,241.0,N,Y,25.635750100000003,-80.4558622
Single Family Residential,Miami,FL,33133,899000,3.0,2.5,2196.0,5028.0,1989.0,3,409.0,241.0,N,Y,25.718010800000002,-80.2610335
Single Family Residential,Miami,FL,33185,599000,4.0,3.0,2602.0,7762.0,2011.0,3,230.0,241.0,N,Y,25.735905499999998,-80.433391
Multi-Family (2-4 Unit),Miami,FL,33142,260000,3.0,2.0,1248.0,7576.5,1985.0,3,208.0,241.0,N,Y,25.8193475,-80.2520176
Single Family Residential,Miami,FL,33183,375900,4.0,2.0,1712.0,7576.5,1981.0,4,270.0,241.0,N,Y,25.714694,-80.4055575
Condo/Co-op,Miami,FL,33193,199900,2.0,2.5,1184.0,7576.5,1979.0,4,169.0,248.0,N,Y,25.686726800000002,-80.4450593
Single Family Residential,Miami,FL,33167,294000,3.0,2.0,1520.0,7822.0,1958.0,4,193.0,241.0,N,Y,25.893659500000002,-80.2335037
Condo/Co-op,Coral Gables,FL,33134,285000,2.0,2.0,1011.0,7576.5,2002.0,4,282.0,587.0,N,Y,25.7576689,-80.25544140000001
Townhouse,Miami,FL,33196,284900,3.0,2.5,1790.0,7576.5,1995.0,4,159.0,345.0,N,Y,25.671936300000002,-80.44512540000001
Single Family Residential,Miami,FL,33196,430000,4.0,2.5,2353.0,4500.0,1995.0,4,183.0,241.0,N,Y,25.6785885,-80.44781379999999
Single Family Residential,Miami,FL,33173,2280000,5.0,5.5,4677.0,50530.0,2012.0,4,487.0,241.0,N,Y,25.7046405,-80.3565993
Single Family Residential,Miami,FL,33170,330000,3.0,2.0,1802.0,6250.0,2007.0,4,183.0,241.0,N,Y,25.5544646,-80.3913947
Condo/Co-op,Miami,FL,33129,355000,1.0,1.0,791.0,7576.5,2004.0,4,449.0,520.0,N,Y,25.7524119,-80.1988758
Condo/Co-op,Miami,FL,33130,265000,1.0,1.0,722.0,7576.5,2008.0,4,367.0,505.0,N,Y,25.7703098,-80.19520179999999
Single Family Residential,Miami,FL,33194,475000,4.0,3.0,2627.0,6272.0,2005.0,4,181.0,241.0,N,Y,25.753091100000002,-80.4444517
Condo/Co-op,Miami,FL,33138,215000,1.0,1.5,726.0,7576.5,1970.0,4,296.0,258.0,N,Y,25.846782,-80.17304709999999
Single Family Residential,Miami,FL,33165,395000,4.0,2.0,1658.0,5250.0,1957.0,4,238.0,241.0,N,Y,25.735522500000002,-80.3395225
Condo/Co-op,Miami,FL,33131,550000,1.0,1.5,905.0,7576.5,2016.0,4,608.0,679.0,N,Y,25.7629,-80.1923
Condo/Co-op,Miami,FL,33156,239000,3.0,2.0,1269.0,7576.5,1971.0,4,188.0,461.0,N,Y,25.674772,-80.324025
Single Family Residential,Miami,FL,33176,1824000,5.0,5.0,4119.0,40075.0,2004.0,4,443.0,241.0,N,Y,25.683688600000004,-80.371998
Townhouse,Miami,FL,33133,349000,2.0,1.5,1032.0,7576.5,1979.0,4,338.0,374.0,N,Y,25.7350068,-80.2453182
Condo/Co-op,Miami,FL,33137,440000,2.0,2.0,1382.0,7576.5,2007.0,4,318.0,241.0,N,Y,25.800817600000002,-80.185675
Condo/Co-op,Miami,FL,33132,1995000,3.0,4.0,2018.0,7576.5,2018.0,4,989.0,1560.0,N,Y,25.7935022,-80.18711259999999
Single Family Residential,Miami,FL,33177,299900,3.0,2.0,1595.0,7505.0,1981.0,4,188.0,241.0,N,Y,25.5945691,-80.3915034
Townhouse,Miami,FL,33186,229000,2.0,2.0,852.0,7576.5,1995.0,4,269.0,277.0,N,Y,25.6309921,-80.4184068
Single Family Residential,Miami,FL,33133,1249000,2.0,2.5,2662.0,5150.0,2002.0,4,469.0,241.0,N,Y,25.717334,-80.258634
Condo/Co-op,Miami,FL,33137,690000,3.0,3.0,1432.0,7576.5,2015.0,4,482.0,241.0,N,Y,25.802621,-80.1868945
Single Family Residential,Miami,FL,33147,269000,3.0,1.0,725.0,8909.0,1954.0,4,371.0,241.0,N,Y,25.867469800000002,-80.2202148
Condo/Co-op,Miami,FL,33132,1150000,3.0,3.5,1797.0,7576.5,2018.0,4,640.0,1149.0,N,Y,25.7936616,-80.1870858
Single Family Residential,Miami,FL,33185,419500,4.0,2.0,1600.0,6000.0,2006.0,4,262.0,241.0,N,Y,25.714972500000002,-80.4627888
Condo/Co-op,Miami,FL,33132,5600000,5.0,5.5,5241.0,7576.5,2007.0,4,1068.0,5661.0,N,Y,25.7846753,-80.19018
Condo/Co-op,Miami,FL,33132,510000,1.0,1.5,910.0,7576.5,2019.0,4,560.0,538.0,N,Y,25.7907062,-80.1923857
Condo/Co-op,Miami,FL,33176,189900,2.0,2.0,936.0,7576.5,1984.0,4,203.0,336.0,N,Y,25.6678958,-80.3747189
Condo/Co-op,Miami,FL,33128,225000,2.0,2.0,916.0,7576.5,2007.0,4,246.0,200.0,N,Y,25.7758324,-80.2150138
Condo/Co-op,Miami,FL,33196,175000,2.0,2.0,1075.0,7576.5,1990.0,4,163.0,350.0,N,Y,25.6684121,-80.45106240000001
Single Family Residential,Miami,FL,33147,265000,3.0,2.0,1177.0,5000.0,1971.0,4,225.0,241.0,N,Y,25.8553182,-80.2346364
Single Family Residential,Coral Gables,FL,33134,699000,3.0,2.0,1358.0,11400.0,1956.0,4,515.0,241.0,N,Y,25.7430189,-80.2553099
Single Family Residential,Pinecrest,FL,33156-4128,2890000,7.0,8.5,1712.0,7576.5,2008.0,4,270.0,241.0,N,Y,25.6749751,-80.2878359
Condo/Co-op,Miami,FL,33143,360000,2.0,2.0,1352.0,7576.5,2007.0,4,266.0,95.0,N,Y,25.6929326,-80.3098389
Condo/Co-op,Miami,FL,33131,400000,2.0,2.0,1105.0,7576.5,2005.0,4,362.0,678.0,N,Y,25.771681100000002,-80.1855006
Condo/Co-op,Miami,FL,33133,208000,1.0,1.0,514.0,7576.5,2006.0,4,405.0,248.0,N,Y,25.7350826,-80.2430225
Single Family Residential,Miami,FL,33176,1099000,5.0,4.0,4129.0,18091.0,1980.0,4,266.0,158.0,N,Y,25.6740491,-80.3467669
Single Family Residential,Miami,FL,33142,245000,3.0,1.0,972.0,7576.5,1939.0,4,252.0,241.0,N,Y,25.800721,-80.233475
Single Family Residential,Miami,FL,33167,275000,2.0,1.0,1415.0,15000.0,1953.0,4,194.0,241.0,N,Y,25.910881,-80.22038909999999
Condo/Co-op,Miami,FL,33138,499000,1.0,1.0,1906.0,7576.5,1968.0,4,262.0,1065.0,N,Y,25.849702,-80.1844551
Condo/Co-op,Miami,FL,33132,485000,1.0,1.5,814.0,7576.5,2018.0,4,596.0,241.0,N,Y,25.7935022,-80.18711259999999
Single Family Residential,Miami,FL,33175,385000,3.0,2.0,1296.0,8000.0,1972.0,4,297.0,241.0,N,Y,25.7184135,-80.4017653
Condo/Co-op,Miami,FL,33130,485000,2.0,2.0,1245.0,7576.5,2015.0,4,390.0,592.0,N,Y,25.7632203,-80.193663
Single Family Residential,Miami,FL,33165,385000,3.0,2.0,1572.0,10500.0,1964.0,4,245.0,241.0,N,Y,25.738272,-80.3629723
Condo/Co-op,Miami,FL,33131,398000,1.0,1.0,748.0,7576.5,2016.0,4,532.0,604.0,N,Y,25.762840100000002,-80.19265949999999
Single Family Residential,Miami,FL,33176,458000,3.0,2.0,1528.0,14190.0,1975.0,4,300.0,241.0,N,Y,25.662912699999996,-80.3750753
Condo/Co-op,Miami,FL,33132,549900,3.0,3.0,1494.0,7576.5,2008.0,4,368.0,1126.0,N,Y,25.7947657,-80.1874436
Single Family Residential,Miami,FL,33173,525000,4.0,2.0,3564.0,37897.0,1992.0,4,147.0,241.0,N,Y,25.7136421,-80.35842640000001
Single Family Residential,Miami,FL,33133,680000,4.0,2.0,1272.0,4950.0,1937.0,4,535.0,241.0,N,Y,25.7266541,-80.2493605
Single Family Residential,Miami,FL,33183,360000,3.0,2.0,1537.0,7586.0,1975.0,4,234.0,42.0,N,Y,25.6979807,-80.4134932
Vacant Land,Miami,FL,33176,725000,3.0,2.0,1712.0,43560.0,1980.0,4,270.0,241.0,N,Y,25.6429354,-80.3509578
Townhouse,Miami,FL,33136,925000,3.0,2.5,2100.0,7576.5,1971.0,4,440.0,241.0,N,Y,25.7819152,-80.2118482
Condo/Co-op,Miami,FL,33167,129000,2.0,2.0,1000.0,7576.5,1989.0,4,129.0,200.0,N,Y,25.8825733,-80.2310207
Single Family Residential,Miami,FL,33196,315000,3.0,2.0,1530.0,4038.0,1987.0,4,206.0,241.0,N,Y,25.680805300000003,-80.43476009999999
Single Family Residential,Miami,FL,33137,550000,3.0,2.0,1800.0,5000.0,1947.0,4,306.0,241.0,N,Y,25.815043300000003,-80.1939416
Condo/Co-op,Miami,FL,33172,169500,1.0,1.0,690.0,7576.5,1972.0,4,246.0,260.0,N,Y,25.7715299,-80.3477438
Condo/Co-op,Miami,FL,33137,1100000,2.0,2.0,1250.0,7576.5,2019.0,4,880.0,700.0,N,Y,25.8064988,-80.1872257
Single Family Residential,Miami,FL,33175,399000,4.0,2.0,1782.0,5000.0,1989.0,4,224.0,241.0,N,Y,25.7185221,-80.4304571
Single Family Residential,Miami,FL,33193,425000,3.0,2.0,2011.0,4187.0,1996.0,4,211.0,79.0,N,Y,25.7008266,-80.4530559
Single Family Residential,Miami,FL,33161,379000,3.0,2.0,1688.0,7576.5,1953.0,4,225.0,241.0,N,Y,25.884754,-80.1669512
Condo/Co-op,Miami,FL,33133,192000,1.0,1.0,467.0,7576.5,2000.0,4,411.0,241.0,N,Y,25.735197699999997,-80.2383947
Single Family Residential,Miami,FL,33187,420000,4.0,3.0,2169.0,7725.0,2000.0,4,194.0,241.0,N,Y,25.5977032,-80.43599870000001
Condo/Co-op,Miami,FL,33132,285000,2.0,2.0,1153.0,7576.5,2007.0,4,247.0,778.0,N,Y,25.776087,-80.190141
Condo/Co-op,Dallas,TX,75206,350000,2.0,2.5,1286.0,9714.0,2012.0,1,272.0,185.0,N,Y,32.809748600000006,-96.7657694
Condo/Co-op,Dallas,TX,75205,420000,2.0,2.5,1707.0,56628.0,2000.0,2,246.0,375.0,N,Y,32.8191268,-96.7937377
Single Family Residential,Duncanville,TX,75137,250000,4.0,3.0,2630.0,9453.0,1978.0,3,95.0,90.0,N,Y,32.6423408,-96.93972109999999
Single Family Residential,Dallas,TX,75229,369900,4.0,2.0,2177.0,10019.0,1968.0,3,170.0,241.0,N,Y,32.8839827,-96.873237
Condo/Co-op,Dallas,TX,75215,385000,2.0,2.0,1198.0,41077.0,2007.0,3,321.0,410.0,N,Y,32.769071000000004,-96.7948718
Single Family Residential,Dallas,TX,75228,317000,3.0,2.0,1884.0,11369.0,1964.0,4,168.0,241.0,N,Y,32.7988016,-96.6995501
Single Family Residential,Dallas,TX,75252,360000,3.0,2.5,2306.0,6534.0,1994.0,7,156.0,96.0,N,Y,33.001963800000006,-96.80033320000001
Condo/Co-op,Addison,TX,75001,410000,3.0,3.0,1630.0,66777.0,2016.0,10,252.0,278.0,N,Y,32.9655389,-96.8248721
Condo/Co-op,Dallas,TX,75206,209000,2.0,2.5,1123.0,151240.0,1981.0,10,186.0,430.0,N,Y,32.8455891,-96.76803129999999
Single Family Residential,Dallas,TX,75206,649900,4.0,3.5,2629.0,2439.0,2015.0,11,247.0,67.0,N,Y,32.8171324,-96.7709043
Condo/Co-op,Dallas,TX,75205,265000,2.0,1.5,1138.0,71918.0,1957.0,17,233.0,325.0,N,Y,32.825831300000004,-96.7841011
Single Family Residential,Dallas,TX,75206,570000,3.0,3.0,2256.0,4792.0,2014.0,24,253.0,241.0,N,Y,32.8357947,-96.77241540000001
Single Family Residential,Rockwall,TX,75087,329000,3.0,2.0,3056.0,7013.0,2001.0,26,108.0,92.0,N,Y,32.9046108,-96.4709293
Single Family Residential,Dallas,TX,75218,500000,3.0,2.5,2200.0,10498.0,1964.0,33,227.0,241.0,N,Y,32.8509646,-96.69704300000001
Condo/Co-op,Dallas,TX,75204,368000,2.0,2.5,1327.0,18339.0,2003.0,39,277.0,290.0,N,Y,32.8129228,-96.79255400000001
Single Family Residential,Richardson,TX,75080,265000,3.0,2.0,1614.0,9104.0,1963.0,39,164.0,241.0,N,Y,32.9514689,-96.7647693
Single Family Residential,Dallas,TX,75248,449000,4.0,3.0,2486.0,9278.0,1975.0,46,181.0,241.0,N,Y,32.9697108,-96.7862308
Single Family Residential,Highland Park,TX,75205,865000,3.0,2.0,1872.0,6665.0,1936.0,46,462.0,241.0,N,Y,32.8363987,-96.8141455
Single Family Residential,Dallas,TX,75220,1745000,4.0,4.0,4357.0,24306.0,2015.0,47,401.0,241.0,N,Y,32.8659783,-96.8379295
Single Family Residential,Dallas,TX,75206,749000,5.0,3.0,2846.0,8843.0,2010.0,48,263.0,241.0,N,Y,32.8157536,-96.7653549
Single Family Residential,Garland,TX,75043,318000,4.0,2.5,2289.0,8276.0,2017.0,54,139.0,241.0,N,Y,32.844459,-96.56021899999999
Single Family Residential,Dallas,TX,75208,458000,3.0,2.5,1815.0,3398.0,2015.0,54,252.0,130.0,N,Y,32.7543562,-96.8470978
Multi-Family (2-4 Unit),Dallas,TX,75209,590888,3.0,2.5,2348.0,2570.0,2017.0,62,252.0,40.0,N,Y,32.8282992,-96.82173309999999
Condo/Co-op,Dallas,TX,75206,385000,2.0,2.5,1745.0,29664.0,2005.0,80,221.0,343.0,N,Y,32.8027566,-96.77208900000001
Condo/Co-op,Dallas,TX,75215,299000,2.0,2.0,1127.0,41077.0,2007.0,105,265.0,404.0,N,Y,32.769071000000004,-96.7948718
Single Family Residential,Dallas,TX,75208,349900,3.0,2.0,1611.0,10716.0,1929.0,122,217.0,241.0,N,Y,32.7438626,-96.85438559999999
Single Family Residential,Dallas,TX,75227,365000,3.0,2.5,3411.0,3790.0,2016.0,138,107.0,54.0,N,Y,32.7794145,-96.7072694
Condo/Co-op,Dallas,TX,75204,249000,2.0,2.0,1034.0,40859.0,1985.0,173,241.0,358.0,N,Y,32.8148087,-96.7935541
Condo/Co-op,Dallas,TX,75230,168999,3.0,2.0,1278.0,406676.0,1961.0,186,132.0,575.0,N,Y,32.903562199999996,-96.7708833
Single Family Residential,Dallas,TX,75212,447000,3.0,3.5,1852.0,1481.0,2018.0,188,241.0,125.0,N,Y,32.776565999999995,-96.840075
Condo/Co-op,Dallas,TX,75252,125000,1.0,1.0,584.0,915.0,1985.0,1,214.0,145.0,N,Y,33.0013326,-96.802375
Single Family Residential,Rowlett,TX,75089,299900,4.0,2.5,2706.0,18557.0,2002.0,1,111.0,241.0,N,Y,32.9295558,-96.5400422
Single Family Residential,Dallas,TX,75223,230000,2.0,1.0,1162.0,7231.0,1921.0,1,198.0,241.0,N,Y,32.7986938,-96.7479461
Single Family Residential,Garland,TX,75043,150000,3.0,2.0,1296.0,8799.0,1971.0,1,116.0,241.0,N,Y,32.851003999999996,-96.625557
Single Family Residential,Dallas,TX,75209,750000,3.0,2.0,2144.0,8276.0,1941.0,1,350.0,241.0,N,Y,32.8564692,-96.82486259999999
Single Family Residential,Dallas,TX,75228,174900,3.0,2.0,1371.0,8668.0,1972.0,1,128.0,241.0,N,Y,32.8502057,-96.6520568
Single Family Residential,Dallas,TX,75230,539000,3.0,2.0,1988.0,16291.0,1958.0,1,271.0,241.0,N,Y,32.9150139,-96.8043092
Single Family Residential,Dallas,TX,75211,115000,1.0,1.5,795.0,7187.0,1948.0,1,145.0,241.0,N,Y,32.737606,-96.87688299999999
Single Family Residential,Dallas,TX,75228,234900,3.0,1.0,1212.0,7797.0,1954.0,1,194.0,241.0,N,Y,32.8306467,-96.663102
Single Family Residential,Dallas,TX,75229,429900,4.0,2.5,2149.0,10149.0,1964.0,1,200.0,241.0,N,Y,32.8981479,-96.86431329999999
Single Family Residential,Dallas,TX,75238,399900,3.0,2.0,1944.0,8102.0,1962.0,1,206.0,241.0,N,Y,32.8651963,-96.6941599
Single Family Residential,Dallas,TX,75240,1085000,5.0,3.5,4837.0,28009.0,1962.0,1,224.0,241.0,N,Y,32.9325922,-96.7824233
Single Family Residential,Wylie,TX,75098,335000,4.0,2.5,2933.0,11413.0,2016.0,1,114.0,50.0,N,Y,32.9729964,-96.50751770000001
Single Family Residential,Dallas,TX,75217,65900,3.0,1.0,864.0,7449.0,1957.0,1,76.0,241.0,N,Y,32.7089941,-96.6853444
Single Family Residential,Highland Park,TX,75205,1585000,4.0,4.5,3707.0,9888.0,1940.0,1,428.0,241.0,N,Y,32.8243387,-96.8161339
Condo/Co-op,Dallas,TX,75219,180000,2.0,2.0,812.0,111078.0,1964.0,1,222.0,309.0,N,Y,32.8094648,-96.81458509999999
Condo/Co-op,Dallas,TX,75219,269000,2.0,2.0,1154.0,154028.0,1998.0,1,233.0,667.0,N,Y,32.8066148,-96.8038366
Multi-Family (2-4 Unit),University Park,TX,75205,1795000,5.0,2.0,7850.0,7841.0,1927.0,1,229.0,241.0,N,Y,32.8389686,-96.7894527
Condo/Co-op,Dallas,TX,75219,499000,2.0,2.5,2305.0,16074.0,1994.0,1,216.0,545.0,N,Y,32.8124138,-96.8030753
Single Family Residential,Dallas,TX,75252,760000,5.0,4.0,4533.0,10890.0,1983.0,1,168.0,241.0,N,Y,33.0034739,-96.8055648
Condo/Co-op,Dallas,TX,75206,379900,2.0,2.5,1354.0,6534.0,2019.0,1,281.0,150.0,N,Y,32.8087126,-96.766568
Single Family Residential,Dallas,TX,75287,290000,3.0,2.5,2335.0,2178.0,1985.0,1,124.0,241.0,N,Y,33.0029719,-96.843182
Condo/Co-op,Dallas,TX,75214,235000,2.0,1.5,1106.0,24742.0,1984.0,1,212.0,269.0,N,Y,32.816326399999994,-96.7559046
Single Family Residential,Dallas,TX,75214,399900,2.0,1.0,1554.0,8886.0,1924.0,1,257.0,241.0,N,Y,32.8104652,-96.7552332
Single Family Residential,Dallas,TX,75228,172900,3.0,1.0,1178.0,7405.0,1953.0,1,147.0,241.0,N,Y,32.8383311,-96.67736550000001
Single Family Residential,Rowlett,TX,75089,389000,6.0,3.5,2956.0,6534.0,2018.0,1,132.0,241.0,N,Y,32.9222191,-96.5109548
Single Family Residential,Dallas,TX,75243,415000,4.0,3.0,3516.0,14636.0,1980.0,1,118.0,241.0,N,Y,32.9166648,-96.7158278
Townhouse,Dallas,TX,75205,575000,2.0,2.5,1942.0,4879.0,2006.0,1,296.0,350.0,N,Y,32.8198267,-96.7897875
Single Family Residential,Dallas,TX,75212,165000,3.0,1.5,1165.0,6011.0,2003.0,1,142.0,17.0,N,Y,32.7887305,-96.8644809
Single Family Residential,Dallas,TX,75204,425000,2.0,1.0,1212.0,6534.0,1944.0,1,351.0,241.0,N,Y,32.810393499999996,-96.78577059999999
Single Family Residential,Dallas,TX,75231,525000,3.0,2.0,2461.0,8973.0,1981.0,1,213.0,241.0,N,Y,32.8814803,-96.7436495
Single Family Residential,Dallas,TX,75241,110000,4.0,1.0,1321.0,7667.0,1962.0,1,83.0,241.0,N,Y,32.6716672,-96.8044766
Single Family Residential,Dallas,TX,75248,570000,4.0,3.0,2579.0,8538.0,1975.0,1,221.0,241.0,N,Y,32.969806899999995,-96.7852685
Single Family Residential,Dallas,TX,75228,274500,4.0,3.0,1712.0,8973.0,1968.0,1,160.0,241.0,N,Y,32.811055100000004,-96.6944106
Condo/Co-op,Dallas,TX,75254,179900,2.0,2.0,1045.0,301958.0,1981.0,1,172.0,286.0,N,Y,32.9431371,-96.81138359999998
Single Family Residential,Dallas,TX,75229,399000,3.0,2.0,1963.0,10193.0,1957.0,1,203.0,241.0,N,Y,32.8979164,-96.8597472
Single Family Residential,Dallas,TX,75215,90000,3.0,2.0,1570.0,4487.0,1931.0,1,57.0,241.0,N,Y,32.759877100000004,-96.7713367
Condo/Co-op,Dallas,TX,75204,329900,2.0,2.5,1220.0,54363.0,1985.0,1,270.0,341.0,N,Y,32.8041205,-96.8011182
Vacant Land,Dallas,TX,75235,295000,0.0,2.0,1712.0,24437.0,1980.0,1,270.0,241.0,N,Y,32.816581899999996,-96.8258479
Multi-Family (5+ Unit),Dallas,TX,75208,718000,4.0,2.0,4755.0,31581.0,2018.0,1,151.0,500.0,N,Y,32.745412300000005,-96.8296147
Townhouse,Dallas,TX,75208,359000,2.0,2.5,1585.0,31581.0,2018.0,1,226.0,250.0,N,Y,32.745412300000005,-96.8296147
Condo/Co-op,Dallas,TX,75202,245000,1.0,1.0,1039.0,7576.5,1925.0,1,236.0,405.0,N,Y,32.7782672,-96.8024429
Vacant Land,Dallas,TX,75217,600000,0.0,2.0,1712.0,174240.0,1980.0,1,270.0,241.0,N,Y,32.732124,-96.71650600000001
Townhouse,Dallas,TX,75209,415800,2.0,3.5,2085.0,1742.0,2006.0,1,199.0,190.0,N,Y,32.835550399999995,-96.8236996
Condo/Co-op,Dallas,TX,75219,235000,2.0,1.5,1092.0,15987.0,1984.0,1,215.0,273.0,N,Y,32.8205515,-96.81217600000001
Single Family Residential,Dallas,TX,75253,180000,4.0,2.0,1440.0,10019.0,2007.0,1,125.0,241.0,N,Y,32.6786869,-96.59813179999999
Single Family Residential,Seagoville,TX,75159,160000,3.0,2.0,1394.0,6055.0,2004.0,1,115.0,241.0,N,Y,32.6617641,-96.59154029999999
Single Family Residential,Irving,TX,75039,619000,3.0,3.5,3293.0,6055.0,2011.0,1,188.0,233.0,N,Y,32.879050199999995,-96.9324239
Townhouse,Dallas,TX,75204,565000,2.0,2.5,2516.0,1699.0,2000.0,1,225.0,289.0,N,Y,32.8114435,-96.79616309999999
Single Family Residential,Dallas,TX,75244,399000,4.0,2.0,2059.0,10280.0,1965.0,1,194.0,241.0,N,Y,32.9139174,-96.851663
Single Family Residential,Dallas,TX,75243,569000,4.0,3.0,3447.0,9583.0,1974.0,1,165.0,241.0,N,Y,32.8984601,-96.7299566
Condo/Co-op,Dallas,TX,75204,375000,3.0,2.5,1821.0,7576.5,2002.0,1,206.0,327.0,N,Y,32.7962928,-96.7845522
Single Family Residential,Dallas,TX,75230,2295000,4.0,4.5,5241.0,16248.0,2016.0,1,438.0,150.0,N,Y,32.9101841,-96.7894208
Single Family Residential,Dallas,TX,75227,180000,4.0,2.0,1719.0,6316.0,2000.0,1,105.0,241.0,N,Y,32.7569101,-96.6884359
Single Family Residential,Rowlett,TX,75087,316000,4.0,3.0,2754.0,14462.0,1994.0,1,115.0,241.0,N,Y,32.9131614,-96.50851750000001
Condo/Co-op,Dallas,TX,75204,350000,2.0,2.5,1255.0,18992.0,2006.0,1,279.0,230.0,N,Y,32.8152804,-96.79576109999999
Single Family Residential,Dallas,TX,75208,289900,2.0,1.0,1229.0,7754.0,1936.0,1,236.0,241.0,N,Y,32.7398343,-96.84697220000001
Townhouse,Dallas,TX,75204,325000,2.0,2.5,1400.0,5881.0,2006.0,1,232.0,175.0,N,Y,32.809434700000004,-96.7798473
Single Family Residential,Dallas,TX,75230,700000,3.0,3.5,2527.0,3485.0,1999.0,1,277.0,433.0,N,Y,32.911970399999994,-96.77966190000001
Townhouse,Dallas,TX,75219,580000,3.0,3.5,2908.0,2265.0,1999.0,1,199.0,241.0,N,Y,32.8189165,-96.8085292
Single Family Residential,Dallas,TX,75244,739000,4.0,3.0,3138.0,16814.0,1970.0,1,236.0,241.0,N,Y,32.9208077,-96.8346602
Single Family Residential,Dallas,TX,75220,288000,4.0,2.5,2156.0,7187.0,1954.0,1,134.0,241.0,N,Y,32.879603499999995,-96.85758990000001
Single Family Residential,Dallas,TX,75231,419000,3.0,2.5,2324.0,9670.0,1979.0,1,180.0,241.0,N,Y,32.8855749,-96.74207829999999
Vacant Land,Dallas,TX,75209,265000,0.0,2.0,1712.0,8320.0,1948.0,1,270.0,241.0,N,Y,32.8430984,-96.8272072
Single Family Residential,Dallas,TX,75216,98500,2.0,1.0,1177.0,15594.0,1956.0,1,84.0,241.0,N,Y,32.7042937,-96.7591228
Single Family Residential,Dallas,TX,75211,294999,3.0,2.0,1423.0,8102.0,1958.0,1,207.0,241.0,N,Y,32.7420225,-96.8623444
Single Family Residential,Dallas,TX,75287,339900,3.0,2.5,2131.0,3920.0,1995.0,1,160.0,25.0,N,Y,33.0110752,-96.8395177
Single Family Residential,Dallas,TX,75218,409999,4.0,3.5,2665.0,11761.0,1969.0,1,154.0,241.0,N,Y,32.860997,-96.698018
Condo/Co-op,Dallas,TX,75219,218000,1.0,1.0,791.0,31799.0,1969.0,1,276.0,201.0,N,Y,32.804767,-96.81033190000001
Townhouse,Highland Park,TX,75219,999000,3.0,3.5,3251.0,10411.0,2008.0,1,307.0,241.0,N,Y,32.8224679,-96.8150455
Single Family Residential,Dallas,TX,75229,785000,4.0,3.0,3202.0,15987.0,1961.0,1,245.0,241.0,N,Y,32.9076087,-96.8424282
Condo/Co-op,Dallas,TX,75206,475000,2.0,3.0,2096.0,7187.0,2019.0,1,227.0,285.0,N,Y,32.8091344,-96.76768929999999
Single Family Residential,Dallas,TX,75230,998000,4.0,4.5,3640.0,4138.0,2000.0,1,274.0,492.0,N,Y,32.9113885,-96.7815028
Single Family Residential,University Park,TX,75225,2650000,5.0,5.5,5657.0,9583.0,2018.0,1,468.0,241.0,N,Y,32.851827899999996,-96.78037320000001
Single Family Residential,Rowlett,TX,75089,269900,4.0,3.0,2075.0,13809.0,1977.0,1,130.0,241.0,N,Y,32.9122712,-96.5373537
Single Family Residential,Dallas,TX,75217,140000,3.0,1.0,1020.0,13068.0,1950.0,1,137.0,241.0,N,Y,32.7221651,-96.6788275
Single Family Residential,Dallas,TX,75219,815000,3.0,2.5,3092.0,7623.0,1927.0,1,264.0,42.0,N,Y,32.817112800000004,-96.813099
Single Family Residential,Dallas,TX,75230,699500,3.0,2.5,2822.0,14985.0,1954.0,1,248.0,241.0,N,Y,32.9047783,-96.8027397
Single Family Residential,Dallas,TX,75215,140000,3.0,2.0,1204.0,7362.0,1935.0,1,116.0,241.0,N,Y,32.756108000000005,-96.75577690000001
Single Family Residential,Dallas,TX,75287,299900,3.0,2.0,1415.0,7405.0,1986.0,1,212.0,241.0,N,Y,33.004505800000004,-96.83955959999999
Condo/Co-op,Dallas,TX,75219,169900,1.0,1.0,661.0,16596.0,1985.0,1,257.0,224.0,N,Y,32.8183569,-96.80675759999998
Single Family Residential,Dallas,TX,75209,1100000,5.0,3.5,4342.0,9670.0,1951.0,1,253.0,241.0,N,Y,32.8461706,-96.81630140000001
Condo/Co-op,Dallas,TX,75231,69000,1.0,1.0,616.0,380714.0,1975.0,1,112.0,148.0,N,Y,32.8732059,-96.75747779999999
Single Family Residential,Dallas,TX,75204,425000,3.0,2.5,2047.0,3398.0,1980.0,2,208.0,4.0,N,Y,32.7931943,-96.7874024
Single Family Residential,Dallas,TX,75209,659900,3.0,2.0,2037.0,8973.0,1953.0,2,324.0,241.0,N,Y,32.8364184,-96.81942009999999
Single Family Residential,Grand Prairie,TX,75051,174500,4.0,2.5,1497.0,10324.0,1971.0,2,117.0,241.0,N,Y,32.7127258,-96.9834797
Single Family Residential,Dallas,TX,75228,210000,4.0,3.0,1826.0,5619.0,2006.0,2,115.0,241.0,N,Y,32.80599,-96.67462950000001
Condo/Co-op,Dallas,TX,75231,75000,1.0,1.5,722.0,380714.0,1975.0,2,104.0,172.0,N,Y,32.8735744,-96.7567292
Single Family Residential,Dallas,TX,75249,219500,3.0,2.0,1646.0,5401.0,2006.0,2,133.0,28.0,N,Y,32.6524778,-96.94785809999999
